STATISTIC Label,Year,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,617.18
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,740.97
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,786.68
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,679.0
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,685.29
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,710.2
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,860.78
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,767.24
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,697.21
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,898.49
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,684.38
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,728.59
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,742.58
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,642.24
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,799.57
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,695.92
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,731.98
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,693.39
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,627.69
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,737.11
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,618.35
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,778.42
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,743.01
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,647.15
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,656.4
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1229.1
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1118.06
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,881.27
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1214.31
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1456.1
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1698.39
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1683.05
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1225.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1111.79
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,697.87
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,722.25
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,656.33
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,535.88
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,562.21
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,625.16
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,657.83
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,677.0
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,991.55
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1129.16
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1186.32
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,866.53
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,590.86
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1326.85
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,969.41
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1252.69
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,941.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1030.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,964.03
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,619.3
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,743.08
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,839.55
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1202.05
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,729.83
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1129.35
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1101.33
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,686.0
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,722.14
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,849.53
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1213.1
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,587.21
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1093.86
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,723.5
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,488.03
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,558.72
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1581.9
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1181.44
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1910.75
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1837.16
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1991.68
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2148.45
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1573.09
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1540.71
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1412.34
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1224.1
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1819.38
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1947.1
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1117.49
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1482.15
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1247.72
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1972.93
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1367.67
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1566.18
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1830.59
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1462.28
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1819.68
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1706.59
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1353.84
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1665.73
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1717.67
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1485.3
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2131.11
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2619.02
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2214.76
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1757.01
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2126.38
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1362.15
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1469.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1484.43
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1449.79
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1954.21
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1720.99
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2040.2
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2358.02
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2013.63
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1834.62
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1837.09
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1722.0
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1732.26
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1862.48
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1395.97
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1314.42
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1582.38
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1481.54
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1446.52
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1450.53
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1552.15
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1457.43
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1579.63
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2070.81
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1375.35
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1648.03
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1559.6
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1423.11
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1697.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1560.81
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1378.06
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1360.71
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1108.52
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1176.23
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1262.01
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1264.6
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1459.82
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1294.41
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1356.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1333.39
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1523.89
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1308.04
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1553.89
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1532.18
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1712.26
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1603.53
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1777.96
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1727.84
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,2002.6
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1913.41
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1657.57
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1276.32
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1281.54
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1543.29
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1341.13
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1320.56
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1192.33
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1447.32
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1387.27
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1523.68
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1833.09
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1692.01
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1171.25
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1747.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1792.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1857.83
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1331.47
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1377.65
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1356.38
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1217.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1261.32
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1463.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1382.0
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Dublin,Euro,1265.12
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1013.64
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1147.93
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,570.92
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,897.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1195.05
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1000.65
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,985.4
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,754.85
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,944.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,593.75
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,630.68
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,607.72
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,768.93
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,621.11
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1089.0
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,927.28
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,753.77
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1173.44
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1089.6
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1109.22
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1424.56
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1375.79
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,890.0
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1051.48
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,935.18
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1207.63
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,734.13
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,835.76
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,641.87
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,692.54
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,642.37
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,708.38
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,456.64
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,485.97
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,782.3
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,829.12
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,917.2
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,871.77
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,883.43
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,555.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,501.28
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,529.14
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,452.56
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,855.34
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,705.69
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,921.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,823.67
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,584.7
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,548.41
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,582.25
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,740.11
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1029.02
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1269.54
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,783.52
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,936.46
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1219.18
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1000.29
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,576.36
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,613.68
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,567.24
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,590.06
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,658.34
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,580.48
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,721.84
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,702.82
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,564.41
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,742.42
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,630.44
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,628.42
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1034.21
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,604.89
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,522.1
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,558.07
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,538.79
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,687.07
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,600.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,587.64
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,600.18
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,639.41
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,655.18
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,487.28
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,640.51
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,711.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,888.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,552.28
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,666.07
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,686.48
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,687.39
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,651.62
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,749.05
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,595.15
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,715.61
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,571.83
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1079.85
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,949.95
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,822.02
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1032.63
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1272.69
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1388.91
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,669.79
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,690.64
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,716.83
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,602.99
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,505.67
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,538.12
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,438.8
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,445.67
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,575.11
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,553.59
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,670.47
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,427.95
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,681.09
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,964.94
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1081.02
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1128.5
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1082.18
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,705.47
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,519.14
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1163.85
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,970.14
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1118.26
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,868.05
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,862.76
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,827.14
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,590.97
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,657.65
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,732.96
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,719.64
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,1177.82
RTB Average Monthly Rent Report,2017,All bedrooms,All Property Types,Rest of Country,Euro,585.78
